Id,Label,Grado,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient,PageRank,Modularity Class
4780,Candi Milo,21,7.0,3.447812906019922,3613.0099782411166,0.48095238095238096,1.3506754176199535E-4,6
5677,Nancy Cartwright,10,7.0,3.6412588422116356,0.0,1.0,7.200277410438805E-5,230
5678,Dionne Quan,25,7.0,3.4065251912804966,2166.9955786070373,0.6533333333333333,1.5063226293062038E-4,6
5679,Miley Cyrus,10,7.0,3.6412588422116356,0.0,1.0,7.200277410438805E-5,230
5680,Cheryl Chase,25,7.0,3.4065251912804966,2166.9955786070373,0.6533333333333333,1.5063226293062038E-4,6
4017,Allen Covert,24,8.0,3.423415620037534,2698.003521208684,0.5362318840579711,1.4618927209377074E-4,3
4018,Jonathan Loughran,14,8.0,3.4931427746499204,0.0,1.0,8.971665921426341E-5,239
4021,Adam Sandler,51,7.0,3.1940233867475096,41413.90987444625,0.19372549019607843,3.0989713514091105E-4,3
4022,Krista Allen,14,8.0,3.4931427746499204,0.0,1.0,8.971665921426341E-5,239
4023,Kevin Nealon,26,8.0,3.334343871805977,3979.653269143238,0.4123076923076923,1.5546588720032506E-4,3
4540,Liam Aiken,17,8.0,3.497329291179443,889.72141615489,0.5955882352941176,1.0610364672291971E-4,3
4541,Delta Burke,5,8.0,3.808575140753573,0.0,1.0,4.510915655509154E-5,239
4542,Molly Shannon,30,7.0,3.4143207737837447,6813.181714635972,0.432183908045977,1.829100334677699E-4,3
3158,Kea Wong,23,7.0,3.4740869063086475,7651.570929107496,0.6007905138339921,1.4832889898868252E-4,10
3159,Katie Stuart,17,7.0,3.4932871372888696,0.0,1.0,1.050008460427126E-4,10
5131,Kirsten Storms,6,8.0,4.16385159520716,0.0,1.0,6.011934883687644E-5,240
5132,Lauren Maltby,6,8.0,4.16385159520716,0.0,1.0,6.0119348836876436E-5,240
4402,Norm MacDonald,27,7.0,3.3340551465280783,9010.647640251005,0.5470085470085471,1.6175054008203845E-4,22
4637,Michael Rapaport,30,8.0,3.390789663635051,12935.90243729894,0.4298850574712644,2.0076848772965442E-4,22
5133,Raven-Symoné,39,7.0,3.393821279052981,37927.27205293812,0.2968960863697706,2.658257265491212E-4,22
5134,Stuart Pankin,6,8.0,4.16385159520716,0.0,1.0,6.011934883687644E-5,240
4112,Robin Shou,20,8.0,3.6385159520716037,3168.6609077852586,0.5263157894736842,1.491032909405444E-4,4
4113,Musetta Vander,10,8.0,3.9203118233001297,0.0,1.0,8.388721934804521E-5,222
4114,Sandra Hess,10,8.0,3.9203118233001297,0.0,1.0,8.38872193480452E-5,222
4115,Brian Thompson,14,7.0,3.6803811173668253,2257.943255902105,0.6043956043956044,1.1150561008229966E-4,222
4116,Talisa Soto,25,8.0,3.540782445503104,7944.415728074973,0.38333333333333336,1.8351766429293984E-4,4
4117,Lance LeGault,10,8.0,3.9203118233001297,0.0,1.0,8.388721934804521E-5,222
4118,"Lynn ""Red"" Williams",10,8.0,3.9203118233001297,0.0,1.0,8.388721934804523E-5,222
4119,Marjean Holden,10,8.0,3.9203118233001297,0.0,1.0,8.388721934804523E-5,222
1407,Doug Wright,5,9.0,4.699725710985997,0.0,1.0,8.156342697591824E-5,222
1408,Richard Norton,8,8.0,4.337519849862855,3238.8508519604275,0.4642857142857143,1.1372573665525802E-4,222
1409,Cynthia Rothrock,5,9.0,4.699725710985997,0.0,1.0,8.156342697591824E-5,222
1410,Arturo Rivera,5,9.0,4.699725710985997,0.0,1.0,8.156342697591822E-5,222
1411,Keith Cooke,16,8.0,3.740002887252779,27403.036009436742,0.5416666666666666,1.5586780908060058E-4,4
1412,Nijel,5,9.0,4.699725710985997,0.0,1.0,8.156342697591824E-5,222
4776,Gabrielle Fitzpatrick,16,8.0,4.272989750252635,5408.0018805774835,0.675,1.5771470791628117E-4,14
4777,Cameron Douglas,3,9.0,4.442904576295654,0.0,1.0,4.835696121936338E-5,222
5039,Austin St. John,13,8.0,4.473365093113902,0.0,1.0,1.2390728028573207E-4,235
5040,Paul Freeman,13,8.0,4.473365093113902,0.0,1.0,1.2390728028573207E-4,235
5041,Karan Ashley,13,8.0,4.473365093113902,0.0,1.0,1.2390728028573207E-4,235
5042,Paul Schrier,13,8.0,4.473365093113902,0.0,1.0,1.2390728028573207E-4,235
5043,Jason David Frank,13,8.0,4.473365093113902,0.0,1.0,1.2390728028573207E-4,235
5044,Steve Cardenas,13,8.0,4.473365093113902,0.0,1.0,1.2390728028573207E-4,235
7324,Tom Alter,3,8.0,4.579327270102498,0.0,1.0,6.230213980983764E-5,236
7322,Farooq Shaikh,3,8.0,4.579327270102498,0.0,1.0,6.230213980983763E-5,236
7323,Sanjeev Kumar,3,8.0,4.579327270102498,0.0,1.0,6.230213980983764E-5,236
6570,Sofia Milos,5,7.0,3.8479861411866607,0.0,1.0,5.0975236009671874E-5,222
5619,Boman Irani,6,8.0,4.574563303017179,0.0,1.0,9.153172581310362E-5,236
5615,Jimmy Shergill,6,8.0,4.574563303017179,0.0,1.0,9.153172581310362E-5,236
5616,Sanjay Dutt,6,8.0,4.574563303017179,0.0,1.0,9.15317258131036E-5,236
5617,Sunil Dutt,6,8.0,4.574563303017179,0.0,1.0,9.15317258131036E-5,236
5618,Arshad Warsi,6,8.0,4.574563303017179,0.0,1.0,9.153172581310362E-5,236
6321,Shashi Kapoor,3,9.0,5.379818103074924,0.0,1.0,4.868898986435738E-5,236
5468,Ramon Tikaram,4,9.0,4.679081853616284,0.0,1.0,6.974251518349616E-5,241
5469,Indira Varma,4,9.0,4.679081853616284,0.0,1.0,6.974251518349618E-5,241
5093,Rusty Joiner,16,8.0,3.7213801068283527,0.0,1.0,1.07038868442299E-4,21
5094,Justin Long,31,8.0,3.447091092825177,14355.032244604748,0.3655913978494624,2.0475186036761185E-4,21
5095,Jason Bateman,16,8.0,3.7213801068283527,0.0,1.0,1.07038868442299E-4,21
5096,Brandon Molale,16,8.0,3.7213801068283527,0.0,1.0,1.0703886844229902E-4,21
5097,Julie Gonzalo,16,8.0,3.7213801068283527,0.0,1.0,1.0703886844229903E-4,21
5098,Trever O'Brien,16,8.0,3.7213801068283527,0.0,1.0,1.0703886844229903E-4,21
5099,Chris Williams,16,8.0,3.7213801068283527,0.0,1.0,1.0703886844229904E-4,21
5100,Gary Cole,16,8.0,3.7213801068283527,0.0,1.0,1.0703886844229903E-4,21
5101,Chuck Norris,19,8.0,3.720947018911506,20772.0,0.7192982456140351,1.579548465376701E-4,21
5102,Missi Pyle,31,7.0,3.459217554496896,8382.033580405983,0.4838709677419355,1.8851165578284002E-4,10
6912,Jordan Fry,15,8.0,3.6435686444348203,0.0,1.0,1.000493973017327E-4,10
6913,Deep Roy,15,8.0,3.6435686444348203,0.0,1.0,1.0004939730173271E-4,10
6914,Philip Wiegratz,15,8.0,3.6435686444348203,0.0,1.0,1.000493973017327E-4,10
6915,Julia Winter,15,8.0,3.6435686444348203,0.0,1.0,1.0004939730173268E-4,10
4135,�?山�?��?��?�,7,8.0,3.7883643713007076,0.0,1.0,6.206956746568209E-5,238
2068,Kylan Bolton,36,8.0,3.9298397574707664,0.0,1.0,1.4677277136660057E-4,5
2069,Dejuan Guy,36,8.0,3.9298397574707664,0.0,1.0,1.4677277136660057E-4,5
2070,Tamara LaSeon Bass,36,8.0,3.9298397574707664,0.0,1.0,1.4677277136660057E-4,5
2071,A.J. Johnson,36,8.0,3.9298397574707664,0.0,1.0,1.4677277136660057E-4,5
5738,Nicholas Hope,7,8.0,4.322650498051105,0.0,1.0,7.625293288748989E-5,240
5739,Eugene Byrd,7,8.0,4.322650498051105,0.0,1.0,7.62529328874899E-5,240
5740,Matthew Marsden,7,8.0,4.322650498051105,0.0,1.0,7.625293288748989E-5,240
5741,Johnny Messner,21,8.0,3.6880323372311246,9373.431942643905,0.5333333333333333,1.5968039156985915E-4,10
3196,Armand Assante,5,8.0,3.7771040854626823,0.0,1.0,4.540936419715808E-5,237
3197,Rumer Willis,19,7.0,3.5556517973148547,3330.86604531987,0.5964912280701754,1.2870761404675212E-4,10
5928,Lou Romano,12,7.0,3.5108993792406524,0.0,1.0,8.484726066841408E-5,247
5929,Julius Callahan,12,7.0,3.5108993792406524,0.0,1.0,8.484726066841408E-5,247
5930,Patton Oswalt,24,7.0,3.3741879601559117,5719.566220049841,0.5217391304347826,1.5370568804336875E-4,17
5931,Tony Fucile,12,7.0,3.5108993792406524,0.0,1.0,8.484726066841408E-5,247
6849,Robert Knepper,14,8.0,3.737404359751696,0.0,1.0,1.0058259764229222E-4,240
6850,Jimmy Bennett,14,8.0,3.737404359751696,0.0,1.0,1.005825976422922E-4,240
6851,Glenn Morshower,14,8.0,3.737404359751696,0.0,1.0,1.0058259764229219E-4,240
6852,Michael D. Roberts,14,8.0,3.737404359751696,0.0,1.0,1.0058259764229219E-4,240
5701,Richard Petty,19,7.0,3.5033925220153024,0.0,1.0,1.1630059886991748E-4,12
5702,Larry the Cable Guy,19,7.0,3.5033925220153024,0.0,1.0,1.1630059886991749E-4,12
5703,"Dale Earnhardt, Jr.",19,7.0,3.5033925220153024,0.0,1.0,1.1630059886991748E-4,12
5704,Guido Quaroni,19,7.0,3.5033925220153024,0.0,1.0,1.1630059886991749E-4,12
5705,Tim Allen,19,7.0,3.5033925220153024,0.0,1.0,1.1630059886991748E-4,12
5706,Michael Wallis,19,7.0,3.5033925220153024,0.0,1.0,1.1630059886991746E-4,12
5707,Paul Dooley,25,7.0,3.364948751263173,4005.2287768212987,0.6233333333333333,1.49494627538527E-4,12
7080,Ray Walston,11,7.0,3.617294644146095,11393.198408358572,0.45454545454545453,1.0338323460989829E-4,239
7163,Jack Weston,8,8.0,4.25710985996824,967.955347189914,0.4642857142857143,1.0421169779970826E-4,239
7164,Lori Loughlin,5,8.0,4.384726432799192,0.0,1.0,6.94050405077095E-5,239
7165,Bill Allen,5,8.0,4.384726432799192,0.0,1.0,6.94050405077095E-5,239
7166,Alfie Wise,5,8.0,4.384726432799192,0.0,1.0,6.94050405077095E-5,239
3510,Jack O'Halloran,19,7.0,3.473365093113902,2102.482612309807,0.6491228070175439,1.314225628332888E-4,4
3511,Jeff East,15,7.0,3.581348347047784,0.0,1.0,1.0607128411319755E-4,4
3512,Anne Archer,31,7.0,3.335787498195467,13938.508774654656,0.36989247311827955,2.0219596417698832E-4,4
3513,Christopher Reeve,30,7.0,3.3484914104229824,11351.367720709726,0.3425287356321839,2.0399094560117522E-4,4
3514,Phyllis Thaxter,15,7.0,3.581348347047784,0.0,1.0,1.0607128411319755E-4,4
3515,Glenn Ford,31,6.0,3.2663490688609786,28495.79946113828,0.40860215053763443,2.108665558287783E-4,4
3516,Marc McClure,19,7.0,3.475963620614985,914.9029678379542,0.7426900584795322,1.2939777904203068E-4,4
3517,Sarah Douglas,15,7.0,3.581348347047784,0.0,1.0,1.0607128411319755E-4,4
4213,Marjoe Gortner,10,7.0,3.5827919734372746,0.0,1.0,8.081055850931732E-5,250
4214,Geneviève Bujold,25,7.0,3.3056157066551175,19518.47731064544,0.26,1.748350967779278E-4,4
4215,Lorne Greene,10,7.0,3.5827919734372746,0.0,1.0,8.081055850931732E-5,250
4216,Victoria Principal,10,7.0,3.5827919734372746,0.0,1.0,8.081055850931732E-5,250
5113,David Doyle,7,8.0,3.793272701024975,0.0,1.0,5.853603876424333E-5,238
5114,Jonathan Taylor Thomas,7,8.0,3.793272701024975,0.0,1.0,5.853603876424333E-5,238
5115,Corey Carrier,22,7.0,3.4319330157355274,3856.949371720439,0.5497835497835498,1.3838172476067381E-4,4
6113,Bill Irwin,27,7.0,3.2796304316442906,6761.069184792905,0.396011396011396,1.6247644826029536E-4,4
6046,Jake Wood,6,8.0,3.9839757470766566,0.0,1.0,6.874703974320162E-5,238
6047,Tom Burlinson,6,8.0,3.9839757470766566,0.0,1.0,6.874703974320162E-5,238
1110,Mark Metcalf,21,7.0,3.54886675328425,0.0,1.0,1.2578387605742037E-4,18
2470,Minor Watson,7,7.0,3.874260141475386,1108.0065677497903,0.42857142857142855,7.015002280309989E-5,250
2471,June Travis,4,7.0,4.018189692507579,0.0,1.0,4.734757379908884E-5,250
4525,William Baldwin,13,7.0,3.4866464558972137,1811.0358329661867,0.46153846153846156,9.521748105972148E-5,238
4553,Barry Corbin,10,8.0,3.638949039988451,927.0951884545534,0.4666666666666667,7.772231579806074E-5,238
4554,Annie Potts,11,8.0,3.5399162696694098,707.700944184115,0.509090909090909,8.246606564739761E-5,246
5699,Bill Erwin,11,8.0,3.511765555074347,1400.269039609434,0.4909090909090909,8.649122701732463E-5,246
5351,Lolita Davidovich,2,8.0,4.059477407247004,0.0,1.0,3.191685544923915E-5,224
6329,Giorgia Moll,4,8.0,4.273855926086329,0.0,1.0,5.873991425160589E-5,224
6330,Fritz Lang,4,8.0,4.273855926086329,0.0,1.0,5.873991425160589E-5,224
4771,John Van Eyssen,7,8.0,3.816948173812617,0.0,1.0,7.124535702014686E-5,250
6108,Eddie Jemison,16,7.0,3.4034935758625666,0.0,1.0,9.448248367906385E-5,20
189,Jenette Goldstein,8,8.0,3.813339107838891,0.0,1.0,6.843107458499292E-5,248
2727,Kristanna Loken,7,8.0,3.8686299985563735,0.0,1.0,6.346312289315918E-5,237
2728,David Andrews,7,8.0,3.8686299985563735,0.0,1.0,6.346312289315916E-5,237
2729,Mark Famiglietti,7,8.0,3.8686299985563735,0.0,1.0,6.346312289315916E-5,237
2730,Chris Hardwick,7,8.0,3.8686299985563735,0.0,1.0,6.346312289315916E-5,237
6141,Pete Kaplan,28,9.0,4.980655406380829,6586.758023210852,0.7671957671957672,1.650382810094248E-4,2
6142,Kayzie Rogers,33,10.0,5.581203984408835,721.6087465067427,0.6496212121212122,1.950117205106858E-4,2
6143,Caroline Lawson,25,10.0,5.670420095279342,110.88164018348645,0.8566666666666667,1.479717232835571E-4,2
6144,Maddie Blaustein,36,9.0,4.970838746932294,10177.839293284998,0.5968253968253968,2.120730826456525E-4,2
6145,Ted Lewis,28,10.0,5.5819257976035805,484.156667284575,0.7275132275132276,1.6802355836613602E-4,2
6146,Megan Hollingshead,25,10.0,5.670420095279342,110.88164018348645,0.8566666666666667,1.479717232835571E-4,2
6147,Amy Palant,20,10.0,5.671141908474087,0.0,1.0,1.2095183827115141E-4,2
6148,Mike Pollock,28,9.0,4.980655406380829,6586.758023210852,0.7671957671957672,1.650382810094248E-4,2
6801,Wayne Grayson,20,10.0,5.967518406236466,13.75,0.7315789473684211,1.3171705143668098E-4,2
6802,Shunsuke Kazama,6,10.0,5.9695394831817525,0.0,1.0,5.7670088247486604E-5,235
6803,Scottie Ray,6,10.0,5.9695394831817525,0.0,1.0,5.7670088247486604E-5,235
6804,K�?ji Ishii,6,10.0,5.9695394831817525,0.0,1.0,5.7670088247486604E-5,235
6137,Ted Lewis,28,10.0,5.5819257976035805,484.156667284575,0.7275132275132276,1.6802355836613607E-4,2
6138,Tara Sands,25,10.0,5.670420095279342,110.88164018348645,0.8566666666666667,1.479717232835571E-4,2
6139,Lisa Ortiz,20,10.0,5.671141908474087,0.0,1.0,1.2095183827115141E-4,2
6140,Pete Capella,20,10.0,5.671141908474087,0.0,1.0,1.2095183827115141E-4,2
3523,Ai Kobayashi,5,9.0,4.832250613541215,0.0,1.0,6.088480543753105E-5,235
3524,Koichi Yamadera,19,9.0,4.822722679370579,12558.124089200928,0.672514619883041,1.3989659805607597E-4,2
6133,Veronica Taylor,36,9.0,4.970838746932294,10177.839293284998,0.5968253968253968,2.1207308264565246E-4,2
6134,Ikue Otani,36,9.0,4.970838746932294,10177.839293284998,0.5968253968253968,2.120730826456525E-4,2
6135,Amy Birnbaum,32,9.0,4.980077955825032,17090.38980986641,0.6270161290322581,1.9517455977810478E-4,2
6136,Rebecca Handler,20,10.0,5.671141908474087,0.0,1.0,1.2095183827115143E-4,2
6385,Alexandra Holden,5,9.0,4.438718059766132,0.0,1.0,6.78902776727984E-5,241
6386,Mick Cain,5,9.0,4.438718059766132,0.0,1.0,6.78902776727984E-5,241
6387,Steve Valentine,5,9.0,4.438718059766132,0.0,1.0,6.78902776727984E-5,241
6388,Amber Smith,5,9.0,4.438718059766132,0.0,1.0,6.78902776727984E-5,241
7082,Paul Hogan,2,8.0,3.873538328280641,0.0,1.0,2.9892413970328077E-5,244
5606,Fred Tatasciore,10,8.0,3.9845531976324526,0.0,1.0,8.916083936909384E-5,244
4242,Toddy Walters,5,9.0,4.637649776237909,0.0,1.0,6.79338015960402E-5,244
4243,Stan Brakhage,5,9.0,4.637649776237909,0.0,1.0,6.793380159604018E-5,244
4244,Jason McHugh,5,9.0,4.637649776237909,0.0,1.0,6.793380159604018E-5,244
4245,Dian Bachar,5,9.0,4.637649776237909,0.0,1.0,6.793380159604018E-5,244
851,Boris Karloff,28,7.0,3.663635051248737,128589.33110722523,0.164021164021164,3.74469572445959E-4,23
983,Edward Van Sloan,12,8.0,4.6259564024830375,3637.51958782635,0.5,1.8333330615768456E-4,227
621,Marius Goring,6,8.0,4.861556229247871,0.0,1.0,7.776847550659774E-5,250
6894,Robert Rounseville,5,8.0,4.969828208459651,0.0,1.0,7.21208813493353E-5,250
6895,Robert Rounseville,5,8.0,4.969828208459651,0.0,1.0,7.21208813493353E-5,250
699,Erik Rhodes,6,8.0,4.808863866031471,0.0,1.0,8.205468557949383E-5,251
919,Torben Meyer,10,8.0,4.336509311390212,0.0,1.0,1.0199514848639976E-4,251
2346,James Stephenson,2,8.0,4.3330446080554355,0.0,1.0,3.5177018038107926E-5,250
1656,George Sawaya,47,7.0,3.4212501804532987,0.0,1.0,2.4091145242958139E-4,23
1657,Ronald Spivey,47,7.0,3.4212501804532987,0.0,1.0,2.4091145242958136E-4,23
1658,Ray Milland,50,7.0,3.4099898946152734,6496.1108918254395,0.8857142857142857,2.7020671788352996E-4,23
1659,Rachel Ward,47,7.0,3.4212501804532987,0.0,1.0,2.4091145242958136E-4,23
2352,Brigitte Nielsen,7,7.0,3.906308647322073,0.0,1.0,6.869713295444442E-5,237
2353,David Rasche,7,7.0,3.906308647322073,0.0,1.0,6.869713295444442E-5,237
3558,James D'Arcy,13,8.0,3.9055868341273277,1032.4702040637167,0.6153846153846154,9.671029521172319E-5,243
3559,Lee Ingleby,10,8.0,4.035224483903566,0.0,1.0,7.834500561695148E-5,243
3560,Max Pirkis,10,8.0,4.035224483903566,0.0,1.0,7.834500561695151E-5,243
3561,David Threlfall,16,8.0,3.6958279197343726,2985.180111412589,0.5,1.1076061710026126E-4,14
3562,Bryan Dick,10,8.0,4.035224483903566,0.0,1.0,7.83450056169515E-5,243
3563,Robert Pugh,10,8.0,4.035224483903566,0.0,1.0,7.834500561695151E-5,243
3564,Edward Woodall,10,8.0,4.035224483903566,0.0,1.0,7.834500561695151E-5,243
3565,Joseph Morgan,28,7.0,3.3942543669698284,9741.82900585674,0.5264550264550265,1.7007549897166802E-4,15
6409,Gary Stretch,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768419E-4,15
6410,Elliot Cowan,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768419E-4,15
6411,Connor Paolo,18,7.0,3.4179298397574707,0.0,1.0,1.098066946376842E-4,15
6412,Toby Kebbell,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768422E-4,15
6413,Raz Degan,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768422E-4,15
6414,Francisco Bosch,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768422E-4,15
6415,Tim Pigott-Smith,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768423E-4,15
6416,John Kavanagh,18,7.0,3.4179298397574707,0.0,1.0,1.0980669463768423E-4,15
4146,Ben Daniels,17,8.0,3.7167605023819834,5286.2943661652525,0.5147058823529411,1.238147894242238E-4,14
4147,Rosamund Pike,11,9.0,4.10971560560127,0.0,1.0,9.159401111511343E-5,247
5924,Nikolaj Coster Waldau,8,8.0,3.7307636783600406,0.0,1.0,6.763917368263707E-5,243
5925,Celia Imrie,8,8.0,3.7307636783600406,0.0,1.0,6.763917368263709E-5,243
5926,Austin Nichols,8,8.0,3.7307636783600406,0.0,1.0,6.763917368263709E-5,243
5927,James McAvoy,17,7.0,3.5767287426014147,2753.683782951556,0.47794117647058826,1.258360844642732E-4,14
4979,Chris Klein,11,8.0,3.726577161830518,674.2170783660123,0.5818181818181818,9.16906006333264E-5,241
4980,Jessica Campbell,5,8.0,3.8668976468889853,0.0,1.0,5.2400526951300845E-5,241
4981,Chris Klein,11,8.0,3.726577161830518,674.2170783660123,0.5818181818181818,9.16906006333264E-5,241
4982,Phil Reeves,5,8.0,3.8668976468889853,0.0,1.0,5.2400526951300845E-5,241
5088,Maggie Q,7,8.0,3.9184351089937923,0.0,1.0,7.022761770541591E-5,243
5090,Robert Fyfe,7,8.0,3.9184351089937923,0.0,1.0,7.022761770541589E-5,243
5091,Steve Coogan,7,8.0,3.9184351089937923,0.0,1.0,7.02276177054159E-5,243
5092,Richard Branson,24,8.0,3.649920600548578,5227.664741485708,0.5760869565217391,1.6463348887050494E-4,15
5109,Ken Stott,10,8.0,3.811606756171503,0.0,1.0,7.354830582236237E-5,247
5110,Joel Edgerton,10,8.0,3.811606756171503,0.0,1.0,7.354830582236236E-5,247
5111,Hugh Dancy,10,8.0,3.811606756171503,0.0,1.0,7.354830582236237E-5,247
5112,Mads Mikkelsen,27,8.0,3.6045907319185795,3301.85036102412,0.5156695156695157,1.6683502631170327E-4,15
5504,Simon Abkarian,25,8.0,3.543814060921034,4153.360083887269,0.55,1.6350633132672615E-4,15
5505,Brent Carver,14,8.0,3.56994369857081,2510.81770541131,0.4725274725274725,1.143925610280909E-4,234
5506,David Alpay,8,8.0,3.722968095856792,0.0,1.0,6.968152092493864E-5,222
5507,Marie-Josée Croze,8,8.0,3.722968095856792,0.0,1.0,6.968152092493864E-5,222
5745,Joseph Millson,17,8.0,3.7846109426880323,0.0,1.0,1.1155648167889535E-4,15
5746,Ludger Pistor,17,8.0,3.7846109426880323,0.0,1.0,1.1155648167889535E-4,15
5747,Caterina Murino,17,8.0,3.7846109426880323,0.0,1.0,1.1155648167889537E-4,15
5748,Sebastien Foucan,17,8.0,3.7846109426880323,0.0,1.0,1.1155648167889537E-4,15
3751,Chiwetel Ejiofor,25,7.0,3.483903565757182,37989.61401942985,0.35333333333333333,1.8997669267778477E-4,12
3752,Darren E. Burrows,11,7.0,3.5155189836870218,0.0,1.0,7.808546009001717E-5,247
4696,Sergi López,4,8.0,4.4017612241951785,0.0,1.0,5.5610864471633415E-5,243
4697,Benedict Wong,4,8.0,4.4017612241951785,0.0,1.0,5.561086447163342E-5,243
4698,Audrey Tautou,12,8.0,4.3565757182041285,6987.080744185342,0.5151515151515151,1.4630843608449148E-4,243
5089,Cécile de France,15,8.0,3.915692218853761,42748.008575137996,0.4666666666666667,1.602062936667357E-4,14
6867,Kevin Bishop,8,9.0,4.873971416197488,0.0,1.0,1.0775385286369816E-4,243
6868,Wladimir Yordanoff,8,9.0,4.873971416197488,0.0,1.0,1.0775385286369816E-4,243
6869,Barnaby Metschurat,8,9.0,4.873971416197488,0.0,1.0,1.0775385286369816E-4,243
6870,Kelly Reilly,8,9.0,4.873971416197488,0.0,1.0,1.0775385286369816E-4,243
6865,Romain Duris,8,9.0,4.873971416197488,0.0,1.0,1.0775385286369816E-4,243
6866,Federico D'Elia,8,9.0,4.873971416197488,0.0,1.0,1.0775385286369816E-4,243
3616,John Westbrook,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825414E-4,7
3617,Philip Stone,29,7.0,3.5827919734372746,7790.022607022922,0.4975369458128079,1.958966980066777E-4,7
3618,Annette Crosbie,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3619,Alan Tilvern,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3620,Fraser Kerr,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3621,Peter Woodthorpe,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3622,Michael Deacon,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3623,Simon Chandler,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3624,André Morell,21,7.0,3.667099754583514,5285.820145308852,0.680952380952381,1.5024301289772384E-4,7
3625,David Buck,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3626,Christopher Guard,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
3627,Norman Bird,17,8.0,3.8251768442327125,0.0,1.0,1.1788360959825413E-4,7
5936,Mary Woronov,4,8.0,4.181030749242096,0.0,1.0,5.680036400714175E-5,251
5934,Vince Van Patten,4,8.0,4.181030749242096,0.0,1.0,5.680036400714175E-5,251
5935,Dey Young,4,8.0,4.181030749242096,0.0,1.0,5.680036400714175E-5,251
7291,Darwin Joston,5,8.0,4.364515663346326,0.0,1.0,6.192996314040884E-5,224
7289,Laurie Zimmer,5,8.0,4.364515663346326,0.0,1.0,6.192996314040885E-5,224
7290,Austin Stoker,5,8.0,4.364515663346326,0.0,1.0,6.192996314040884E-5,224
6522,Scatman Crothers,20,7.0,3.432510466291324,6064.39258230581,0.5,1.4222041579827488E-4,23
6523,Phillip Stone,12,7.0,3.735960733362206,0.0,1.0,9.637093477227957E-5,224
6524,Lisa Burns,12,7.0,3.735960733362206,0.0,1.0,9.637093477227957E-5,224
6525,Tony Burton,17,7.0,3.7150281507145952,6253.00457569887,0.5588235294117647,1.4187323669907748E-4,15
6526,Lia Beldam,12,7.0,3.735960733362206,0.0,1.0,9.637093477227957E-5,224
6527,Louise Burns,12,7.0,3.735960733362206,0.0,1.0,9.637093477227957E-5,224
6528,Anne Jackson,12,7.0,3.735960733362206,0.0,1.0,9.637093477227957E-5,224
6529,Danny Lloyd,12,7.0,3.735960733362206,0.0,1.0,9.637093477227957E-5,224
4393,Jackie Hoffman,8,8.0,3.6328858091525915,0.0,1.0,6.0409436651125085E-5,238
4395,Michael Weston,19,7.0,3.516096434242818,13151.718638969951,0.4853801169590643,1.2806001665470153E-4,3
5005,Henry Jaderlund,11,8.0,3.8759924931427747,0.0,1.0,8.566532571484545E-5,237
5006,Kevin Heffernan,11,8.0,3.8759924931427747,0.0,1.0,8.566532571484545E-5,237
5007,M. C. Gainey,22,7.0,3.468168038111737,15482.754073824106,0.4805194805194805,1.4646166190576823E-4,3
5008,Lynda Carter,11,8.0,3.8759924931427747,0.0,1.0,8.566532571484545E-5,237
5009,Jack Polick,11,8.0,3.8759924931427747,0.0,1.0,8.566532571484545E-5,237
5010,Jessica Simpson,11,8.0,3.8759924931427747,0.0,1.0,8.566532571484545E-5,237
5840,Travis Tedford,15,7.0,3.5221596650786777,5271.679731740415,0.580952380952381,1.1939561219345395E-4,3
5841,Marian Seldes,11,7.0,3.5461238631442185,0.0,1.0,7.898558242629895E-5,244
7667,Isabel Glasser,5,8.0,3.6981377219575573,0.0,1.0,4.859074143701166E-5,252
4893,Anna Chlumsky,5,8.0,3.7372599971127474,0.0,1.0,5.095142406767098E-5,248
4894,Peter Michael Goetz,5,8.0,3.7372599971127474,0.0,1.0,5.095142406767098E-5,248
3844,Amber Scott,12,8.0,3.4755305326981376,0.0,1.0,7.889716285667701E-5,236
3845,Dante Basco,25,7.0,3.37895192724123,8013.5583271908035,0.48333333333333334,1.537627967744324E-4,20
3846,Arthur Malet,20,7.0,3.3158654540204995,1365.96222042538,0.5578947368421052,1.1842176493212948E-4,20
3847,Jasen Fisher,12,8.0,3.4755305326981376,0.0,1.0,7.889716285667702E-5,236
3947,Geena Davis,9,7.0,3.5071459506279776,1215.117434215686,0.6111111111111112,6.596352660214263E-5,241
