Id,Label
1045,Garden State
1046,Sonic the Hedgehog: The Movie
1047,Stripes
1048,Dirty Work
1049,What's the Worst That Could Happen?
1050,The Wizard of Oz
1051,Bus Stop
1052,Hopscotch
1053,Blondie
1054,"I, Robot"
1055,And God Created Woman
1056,The Princess Diaries
1057,Lost in Space
1058,Death and the Maiden
1059,Journey to the Center of the Earth
1060,The Stranger
1061,Jersey Girl
1062,Dune
1063,Romance
1064,"Ghidorah, the Three-Headed Monster"
1065,The Gallopin' Gaucho
1066,Down to Earth
1067,Kolchak: The Night Stalker
1068,Exorcist II: The Heretic
1069,Babe: Pig in the City
1070,Roxanne
1071,Alien Nation
1072,Cousins
1073,Don't Tell Mom the Babysitter's Dead
1074,Pay It Forward
1075,Singles
1076,Khabi Khushi Kabhi Gham
1077,Rambo: First Blood Part II
1078,Limelight
1079,Rogue Trader
1080,Steamboat Bill Jr.
1081,Go
1082,The Getaway
1083,Sleeper
1084,Audition
1085,Sex
1086,Tales from the Darkside: The Movie
1087,Backdraft
1088,Lake Placid
1089,The Pillow Book
1090,The Rehearsal
1091,Kate & Leopold
1092,Walkabout
1093,Fear
1094,Moulin Rouge
1095,Name of the Rose
1096,Sinkin' in the Bathtub
1097,Good Boy!
1098,The Thin Blue Line
1099,Fahrenheit 9/11
1100,Mary of Scotland
1101,The 'Burbs
1102,Manhunter
1103,Flight
1104,Who's Harry Crumb?
1105,The Nanny
1106,Pilgrim
1107,The Beast
1108,The Doors
1109,Nadia: The Secret of Blue Water
1110,Them!
1111,Akira
1112,A Day at the Races
1113,Buster
1114,New York: A Documentary Film
1115,Speed
1116,St. Elmo's Fire
1117,Cocktail
1118,Whiteout
1119,The Funeral
1120,The Funeral
1121,New Rose Hotel
1122,Wizards
1123,If...
1124,Secrets & Lies
1125,After Hours
1126,Win a Date with Tad Hamilton!
1127,Divine Intervention
1128,Kids
1129,Hatred
1130,Kiss of Death
1131,Kiss of Death
1132,Hooper
1133,Rapunzel
1134,The Big One
1135,Of Mice and Men
1136,Hannibal
1137,Spalding Gray: Terrors of Pleasure
1138,Fallen Angels
1139,The Big Kahuna
1140,Tuck Everlasting
1141,Oliver Twist
1142,London After Midnight
1143,Helter Skelter
1144,X
1145,Hard Eight
1146,L'Homme de Rio
1147,Grand Theft Auto
1148,Scum
1149,Vai viegli būt jaunam?
1150,Ciao! Manhattan
1151,The Avengers
1152,The Contender
1153,Silver Streak
1154,Dirty Pretty Things
1155,Hart's War
1156,Bad Company
1157,F.I.S.T
1158,Monty Roberts: A Real Horse Whisperer
1159,The Hindenburg
1160,Fame
1161,Desperado
1162,10.5
1163,Commissar
1164,Frankenstein's Daughter
1165,Blood from the Mummy's Tomb
1166,Storm of the Century
1167,Beethoven's 2nd
1168,Beethoven's 3rd
1169,Beethoven's 4th
1170,The River
1171,The Kingdom
1172,Python
1173,Alive
1174,Nirvana
1175,Dragon: The Bruce Lee Story
1176,Face/Off
1177,Carmen: A Hip Hopera
1178,Dracula: Dead and Loving It
1179,Dracula
1180,Mr. Nanny
1181,Mr. Nice Guy
1182,Snake in the Eagle's Shadow
1183,Armour of God II: Operation Condor
1184,Jimmy Neutron: Boy Genius
1185,What's Eating Gilbert Grape
1186,Barcelona
1187,Snake & Crane Arts of Shaolin
1188,"One, Two, Three"
1189,Police Story
1190,The Philadelphia Experiment
1191,Donald's Nephews
1192,Mr. Duck Steps Out
1193,The Lost World: Jurassic Park
1194,"A Cool, Dry Place"
1195,Criminal Law
1196,Harry Potter and the Philosopher's Stone
1197,Harry Potter and the Chamber of Secrets
1198,Harry Potter and the Prisoner of Azkaban
1199,Harry Potter and the Goblet of Fire
1200,Persona
1201,Cats Don't Dance
1202,Ship of Fools
1203,Final Fantasy VII: Advent Children
1204,Suburbia
1205,1991: The Year Punk Broke
1206,Harry Potter and the Order of the Phoenix
1207,Love Me Tender
1208,The Lawnmower Man
1209,The Shaggy Dog
1210,The Devil's Advocate
1211,My Girl
1212,Bad Boys
1213,The Devil's Own
1214,Rat Race
1215,Matilda
1216,Night Watch
1217,Dr. T & the Women
1218,23
1219,Vision Quest
1220,Gross Anatomy
1221,The Jungle Book
1222,The Preacher's Wife
1223,The Damned
1224,Zapata: El sueño de un héroe
1225,Enemy of the State
1226,Bedazzled
1227,The Last Tycoon
1228,It
1229,Major League
1230,Wolf
1231,54
1232,What Dreams May Come
1233,Species
1234,Election
1235,The Hunted
1236,Bad Girls
1237,Rio Grande
1238,Alone in the Dark
1239,Carlito's Way
1240,Jack
1241,The Vanishing
1242,Head
1243,Dave
1244,Beloved
1245,Firefox
1246,Zvezda
1247,The Dukes of Hazzard
1248,Knock Knock
1249,25th Hour
1250,Casino
1251,The Frontier
1252,The City
1253,The Trip
1254,Dead Calm
1255,Casper
1256,Red Dragon
1257,Marfa Lights
1258,National Treasure
1259,John Carpenter's Escape from L.A.
1260,Fluke
1261,Rob Roy
1262,Free Willy 2: The Adventure Home
1263,Monster's Ball
1264,Mighty Morphin' Power Rangers: The Movie
1265,Anaconda
1266,Speakeasy
1267,Spirit: Stallion of the Cimarron
1268,The Truth About Cats & Dogs
1269,Jeans
1270,Tales from the Crypt presents: Demon Knight
1271,Saved!
1272,Wing Commander
1273,Snatch
1274,Blue Streak
1275,The Stepford Wives
1276,Around the World in 80 Days
1277,Dodgeball: A True Underdog Story
1278,Anchorman: The Legend of Ron Burgundy
1279,King Arthur
1280,The Adventures of Pinocchio
