Id,Label
1049,Dana Andrews
1050,Gene Tierney
1051,Judith Anderson
1052,Clifton Webb
1053,Vincent Price
1054,Jules Raucourt
1055,Robert Florey
1056,George Voya
1057,Adriane Marsh
1058,Wanita Allen
1059,Lola Weixel
1060,Margaret Wright
1061,Betty Allie
1062,Woody Allen
1063,Anne Byrne
1064,Mariel Hemingway
1065,Diane Keaton
1066,Michael Murphy
1067,Meryl Streep
1068,Eddie Bracken
1069,Betty Hutton
1070,Diana Lynn
1071,Tiny Sandford
1072,Charlie Chaplin
1073,Paulette Goddard
1074,Henry Bergman
1075,Ullrich Haupt
1076,Adolphe Menjou
1077,Joan Fontaine
1078,Nigel Bruce
1079,Leo G. Carroll
1080,May Whitty
1081,Barbara Harris
1082,Shelley Duvall
1083,Ned Beatty
1084,Ronee Blakley
1085,Keith Carradine
1086,Henry Gibson
1087,David Arkin
1088,Scott Glenn
1089,Lily Tomlin
1090,Robert DoQui
1091,Geraldine Chaplin
1092,DeWayne Jessie
1093,Peter Riegert
1094,Cesare Danova
1095,Mary Louise Weller
1096,John Belushi
1097,Martha Smith
1098,Bruce McGill
1099,Stephen Furst
1100,James Daughton
1101,Robert Cray
1102,Karen Allen
1103,Sarah Holcomb
1104,John Vernon
1105,Stephen Bishop
1106,James Widdoes
1107,Verna Bloom
1108,Douglas Kenney
1109,Tim Matheson
1110,Mark Metcalf
1111,Evelyn Varden
1112,Shelley Winters
1113,Lillian Gish
1114,James Gleason
1115,Constance Collier
1116,Farley Granger
1117,John Dall
1118,Joan Chandler
1119,Jean-Louis Trintignant
1120,Irene Papas
1121,Yves Montand
1122,Jacques Perrin
1123,Charles Denner
1124,Akira Terao
1125,Mieko Harada
1126,Tatsuya Nakadai
1127,Charlton Heston
1128,Linda Harrison
1129,James Daly
1130,Maurice Evans
1131,Kim Hunter
1132,Roddy McDowall
1133,Joanna Krupa
1134,Gladys Fairbanks
1135,Madlaine Traverse
1136,Charles Wellesley
1137,Mary Pickford
1138,Madlaine Traverse
1139,Gene Wilder
1140,Dick Shawn
1141,Kenneth Mars
1142,Christopher Hewett
1143,Lee Meredith
1144,Zero Mostel
1145,"Harry Carey, Jr."
1146,Montgomery Clift
1147,Coleen Gray
1148,Jack McCann
1149,James A. Marcus
1150,Mildred Davis
1151,Westcott Clarke
1152,Noah Young
1153,Bill Strother
1154,Harold Lloyd
1155,Westcott Clarke
1156,Jamie Baker
1157,Charles McDevitt
1158,Kennie Turner
1159,Margaret McCarron
1160,Melbourne I. Feltman
1161,Paul Brennan
1162,Raymond Martos
1163,Mitchell Lewis
1164,Nigel De Brulier
1165,Alla Nazimova
1166,Nigel De Brulier
1167,Arthur Jasmine
1168,Frederick Peters
1169,Mitchell Lewis
1170,Rose Dione
1171,Earl Schenck
1172,Frederick Peters
1173,Arthur Jasmine
1174,Earl Schenck
1175,Rose Dione
1176,Louis Dumar
1177,George Raft
1178,Karen Morley
1179,Ann Dvorak
1180,Natalie Wood
1181,Jeffrey Hunter
1182,Ward Bond
1183,Lelia Goldoni
1184,Hugh Hurd
1185,Ben Carruthers
1186,Sir Mix-a-Lot
1187,Richard Roundtree
1188,Moses Gunn
1189,Kathryn McGuire
1190,Joe Keaton
1191,Erwin Connelly
1192,Ward Crane
1193,Joe Keaton
1194,Ava Gardner
1195,Howard Keel
1196,Kathryn Grayson
1197,J. Farrell MacDonald
1198,Tom Mix
1199,Mae Questel
1200,Cab Calloway
1201,Otis Harlan
1202,Scotty Mattraw
1203,Harry Stockwell
1204,Adriana Caselotti
1205,Stuart Buchanan
1206,Eddie Collins
1207,Pinto Colvig
1208,Mel Blanc
1209,Roy Atwell
1210,Moroni Olsen
1211,Billy Gilbert
1212,Lucille La Verne
1213,Sterling Holloway
1214,William Holden
1215,Gloria Swanson
1216,Nancy Olson
1217,Robert Emmett O'Connor
1218,Matahi
1219,Jean
1220,Hitu
1221,Anne Chevalier
1222,Ah Fong
1223,James Mason
1224,Mike Connors
1225,Debra Paget
1226,Donald Hayne
1227,Yul Brynner
1228,Michael Ansara
1229,Woody Strode
1230,Nina Foch
1231,Rushdy Abaza
1232,Robert Vaughn
1233,Anne Baxter
1234,Clint Walker
1235,Charles Frederic Belcher
1236,Snitz Edwards
1237,Douglas Fairbanks
1238,Julanne Johnston
1239,John Dierkes
1240,James R. Young
1241,Paul Frees
1242,Dewey Martin
1243,Kenneth Tobey
1244,Margaret Sheridan
1245,Robert O. Cornthwaite
1246,Eduard Franz
1247,George Fenneman
1248,James Arness
1249,Douglas Spencer
1250,Jack Benny
1251,Sig Ruman
1252,Carole Lombard
1253,Felix Bressart
1254,Stanley Ridges
1255,Dean Jagger
1256,Hugh Marlowe
1257,Gary Merrill
1258,Millard Mitchell
1259,Peter Cullen
1260,Judd Nelson
1261,Dorothy Provine
1262,Sid Caesar
1263,Jonathan Winters
1264,Edie Adams
1265,Tom Kennedy
1266,Terry-Thomas
1267,Mike Mazurki
1268,Alan Carney
1269,Jimmy Durante
1270,Arnold Stang
1271,Minta Durfee
1272,Milton Berle
1273,Charles McGraw
1274,Barrie Chase
1275,Marvin Kaplan
1276,Phil Silvers
1277,Buddy Hackett
1278,Lee Patrick
1279,Ellen Corby
1280,Kim Novak
1281,Raymond Bailey
1282,Tom Helmore
1283,Henry Jones
1284,Konstantin Shayne
1285,Barbara Bel Geddes
1286,Juan de la Cruz
1287,"Tyrone Power, Sr."
1288,Marjorie Blynn
1289,A.D. Blake
1290,Betsy Drake
1291,Mickey Hargitay
1292,Jayne Mansfield
1293,Joan Blondell
1294,Tony Randall
1295,John Williams
1296,Monty Woolley
1297,Macdonald Carey
1298,William Bendix
1299,Brian Donlevy
1300,Charles Coburn
1301,Laird Cregar
1302,Louis Calhern
1303,Walter Pidgeon
1304,Greer Garson
1305,Margaret O'Brien
1306,Jennifer Jones
1307,William Eythe
1308,Lara Flynn Boyle
1309,Rob Lowe
